fixed_team_index,fixed_team_label,fixed_member_1_label,fixed_member_1_x,fixed_member_1_y,fixed_member_2_label,fixed_member_2_x,fixed_member_2_y,j_team_index,j_team_label,j3_label,j3_x,j3_y,j4_label,j4_x,j4_y,j3_minus_j4_x,j3_minus_j4_y,angle_v12_to_v34_rad,angle_v12_to_v34_deg,v34_is_counter_clockwise_from_v12,bij
0,team_i,c1,4.0,0.0,c2,0.0,4.0,1,team_j01,g1,-1.0,-1.0,g2,0.0,-1.0,-1.0,0.0,-2.356194490192345,-135.0,False,0.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,2,team_j02,g1,-1.0,-1.0,g3,1.0,-1.0,-2.0,0.0,-2.356194490192345,-135.0,False,-4.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,3,team_j03,g4,-1.0,0.0,g1,-1.0,-1.0,0.0,1.0,2.356194490192345,135.0,True,4.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,4,team_j04,g1,-1.0,-1.0,g5,0.0,0.0,-1.0,-1.0,-1.5707963267948966,-90.0,False,0.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,5,team_j05,g1,-1.0,-1.0,g6,1.0,0.0,-2.0,-1.0,-1.892546881191539,-108.43494882292202,False,-1.3333333333333333
0,team_i,c1,4.0,0.0,c2,0.0,4.0,6,team_j06,g7,-1.0,1.0,g1,-1.0,-1.0,0.0,2.0,2.356194490192345,135.0,True,4.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,7,team_j07,g8,0.0,1.0,g1,-1.0,-1.0,1.0,2.0,1.892546881191539,108.43494882292202,True,1.3333333333333333
0,team_i,c1,4.0,0.0,c2,0.0,4.0,8,team_j08,g1,-1.0,-1.0,g9,1.0,1.0,-2.0,-2.0,-1.5707963267948966,-90.0,False,-0.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,9,team_j09,g2,0.0,-1.0,g3,1.0,-1.0,-1.0,0.0,-2.356194490192345,-135.0,False,-4.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,10,team_j10,g4,-1.0,0.0,g2,0.0,-1.0,-1.0,1.0,3.141592653589793,180.0,True,0.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,11,team_j11,g2,0.0,-1.0,g5,0.0,0.0,0.0,-1.0,-0.7853981633974483,-45.0,False,0.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,12,team_j12,g2,0.0,-1.0,g6,1.0,0.0,-1.0,-1.0,-1.5707963267948966,-90.0,False,-2.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,13,team_j13,g7,-1.0,1.0,g2,0.0,-1.0,-1.0,2.0,2.819842099193151,161.565051177078,True,0.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,14,team_j14,g2,0.0,-1.0,g8,0.0,1.0,0.0,-2.0,-0.7853981633974483,-45.0,False,0.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,15,team_j15,g2,0.0,-1.0,g9,1.0,1.0,-1.0,-2.0,-1.2490457723982544,-71.56505117707799,False,-1.3333333333333333
0,team_i,c1,4.0,0.0,c2,0.0,4.0,16,team_j16,g4,-1.0,0.0,g3,1.0,-1.0,-2.0,1.0,-2.819842099193151,-161.565051177078,False,-4.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,17,team_j17,g3,1.0,-1.0,g5,0.0,0.0,1.0,-1.0,0.0,0.0,False,-4.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,18,team_j18,g3,1.0,-1.0,g6,1.0,0.0,0.0,-1.0,-0.7853981633974483,-45.0,False,-4.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,19,team_j19,g3,1.0,-1.0,g7,-1.0,1.0,2.0,-2.0,0.0,0.0,False,-4.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,20,team_j20,g3,1.0,-1.0,g8,0.0,1.0,1.0,-2.0,-0.3217505543966422,-18.43494882292201,False,-4.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,21,team_j21,g3,1.0,-1.0,g9,1.0,1.0,0.0,-2.0,-0.7853981633974483,-45.0,False,-4.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,22,team_j22,g5,0.0,0.0,g4,-1.0,0.0,1.0,0.0,0.7853981633974483,45.0,True,0.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,23,team_j23,g6,1.0,0.0,g4,-1.0,0.0,2.0,0.0,0.7853981633974483,45.0,True,0.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,24,team_j24,g7,-1.0,1.0,g4,-1.0,0.0,0.0,1.0,2.356194490192345,135.0,True,4.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,25,team_j25,g8,0.0,1.0,g4,-1.0,0.0,1.0,1.0,1.5707963267948966,90.0,True,2.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,26,team_j26,g9,1.0,1.0,g4,-1.0,0.0,2.0,1.0,1.2490457723982544,71.56505117707799,True,1.3333333333333333
0,team_i,c1,4.0,0.0,c2,0.0,4.0,27,team_j27,g5,0.0,0.0,g6,1.0,0.0,-1.0,0.0,-2.356194490192345,-135.0,False,0.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,28,team_j28,g5,0.0,0.0,g7,-1.0,1.0,1.0,-1.0,0.0,0.0,False,0.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,29,team_j29,g5,0.0,0.0,g8,0.0,1.0,0.0,-1.0,-0.7853981633974483,-45.0,False,0.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,30,team_j30,g5,0.0,0.0,g9,1.0,1.0,-1.0,-1.0,-1.5707963267948966,-90.0,False,0.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,31,team_j31,g6,1.0,0.0,g7,-1.0,1.0,2.0,-1.0,0.3217505543966422,18.43494882292201,True,0.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,32,team_j32,g6,1.0,0.0,g8,0.0,1.0,1.0,-1.0,0.0,0.0,False,0.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,33,team_j33,g6,1.0,0.0,g9,1.0,1.0,0.0,-1.0,-0.7853981633974483,-45.0,False,0.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,34,team_j34,g8,0.0,1.0,g7,-1.0,1.0,1.0,0.0,0.7853981633974483,45.0,True,4.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,35,team_j35,g9,1.0,1.0,g7,-1.0,1.0,2.0,0.0,0.7853981633974483,45.0,True,4.0
0,team_i,c1,4.0,0.0,c2,0.0,4.0,36,team_j36,g9,1.0,1.0,g8,0.0,1.0,1.0,0.0,0.7853981633974483,45.0,True,4.0
